# Descrição:
#   coluna 1 : tempo (em dias)
#   coluna 2 : magnitude
#   coluna 3 : incerteza na magnitude
2686.347333,18.395,0.058
2687.53012,18.635,0.137
2688.516514,18.597,0.156
2689.740533,18.57,0.125
2690.810252,18.461,0.052
2691.793145,18.483,0.115
2692.93895,18.604,0.172
2693.798398,18.553,0.08
2694.77763,18.754,0.149
2695.946699,18.622,0.179
2971.053725,18.044,0.144
2971.89442,18.259,0.132
2972.988961,18.239,0.067
2974.173881,18.145,0.107
2975.160947,18.124,0.102
2976.367687,18.138,0.143
2977.34492,18.074,0.185
2978.23769,18.444,0.058
2979.486048,18.258,0.09
2980.570935,18.052,0.122
2981.742894,18.379,0.152
2982.655495,18.152,0.122
2983.52271,18.294,0.12
2984.770915,18.198,0.146
2985.941011,18.268,0.164
2987.073576,18.168,0.217
2988.309311,18.194,0.144
2989.097412,17.995,0.119
2990.239071,18.492,0.126
2991.459338,17.962,0.17
2992.515648,18.295,0.025
2993.464309,18.033,0.083
2994.491295,18.146,0.169
2995.250829,18.204,0.117
2996.415035,18.344,0.175
2997.178567,18.172,0.129
2997.964666,18.315,0.141
2999.196219,18.087,0.156
3000.272934,18.118,0.112
3001.510823,18.099,0.191
3002.625814,18.258,0.157
3003.825703,18.131,0.182
3004.856395,18.303,0.158
3006.104941,18.419,0.134
3007.114534,18.081,0.215
3008.012687,18.156,0.094
3009.231208,18.362,0.119
3010.254412,18.333,0.144
3011.006293,18.05,0.115
3012.148863,18.314,0.103
3012.927928,18.27,0.123
3014.112517,17.878,0.098
3015.319668,18.353,0.182
3016.281539,18.035,0.133
3017.484674,18.155,0.161
3018.628817,18.241,0.1
3019.691328,18.215,0.102
3020.748538,18.21,0.029
3258.865432,18.155,0.137
3259.88673,18.316,0.132
3260.847673,17.896,0.157
3261.742088,17.779,0.114
3262.643012,17.906,0.03
3263.486396,18.034,0.071
3264.493539,17.887,0.133
3265.73497,17.861,0.116
3266.523414,17.99,0.176
3267.390544,17.832,0.077
3268.179489,17.739,0.082
3269.195769,17.805,0.088
3270.071912,17.631,0.139
3270.903504,17.888,0.123
3271.902226,17.698,0.17
3272.896469,17.8,0.081
3274.096194,17.706,0.078
3275.285556,17.713,0.156
3276.055436,17.692,0.225
3276.936875,17.772,0.067
3277.88209,17.79,0.1
3278.769862,17.854,0.07
3279.91883,17.856,0.154
3280.858545,17.864,0.164
3281.884389,17.634,0.226
3282.810799,17.61,0.052
3283.875346,17.899,0.157
3284.651995,17.896,0.096
3285.738157,17.819,0.068
3286.54095,18.004,0.203
3287.473592,17.679,0.227
3288.580193,17.768,0.132
3289.381938,17.841,0.158
3290.175222,17.912,0.107
3291.193607,17.774,0.186
3291.96789,17.832,0.095
3293.072479,17.668,0.125
3294.153447,17.6,0.178
3295.166649,17.723,0.155
