# Descrição:
#   coluna 1 : tempo (em dias)
#   coluna 2 : magnitude
#   coluna 3 : incerteza na magnitude
306.819117,19.986,0.208
307.93126,20.253,0.14
309.000828,19.985,0.133
310.205856,19.973,0.116
311.024369,20.426,0.154
312.248671,20.443,0.185
313.398392,20.17,0.102
314.306126,20.206,0.097
315.153838,20.027,0.073
316.322727,19.978,0.13
317.359295,19.918,0.108
318.14467,20.116,0.136
319.223597,20.111,0.148
320.391958,20.107,0.101
321.285461,20.144,0.057
322.172516,20.045,0.09
323.421588,19.925,0.083
324.596066,20.004,0.093
325.373638,20.004,0.1
326.179215,20.038,0.132
327.142351,20.053,0.078
328.333454,20.19,0.091
329.151529,20.027,0.073
330.017663,20.054,0.11
331.227634,20.207,0.173
332.080194,20.051,0.036
333.148048,20.049,0.163
334.096434,20.032,0.142
335.094237,20.073,0.154
336.176286,20.095,0.173
337.30688,20.232,0.162
671.096706,19.921,0.145
672.041257,20.072,0.042
672.970049,20.02,0.04
673.74096,19.97,0.009
674.723291,19.953,0.069
675.651862,19.985,0.184
676.436571,19.98,0.119
677.392733,20.098,0.081
678.523138,20.112,0.02
679.535416,20.237,0.136
680.654551,20.081,0.091
681.470792,20.053,0.13
682.381346,20.179,0.159
683.559782,20.209,0.209
684.784217,19.961,0.144
685.710054,19.938,0.061
686.577172,20.031,0.115
687.642356,20.164,0.101
688.513521,19.975,0.058
689.318378,20.122,0.05
690.217932,19.904,0.064
691.327121,20.155,0.017
692.34827,20.199,0.082
693.571269,20.136,0.059
694.47127,20.077,0.132
695.703349,20.162,0.113
696.772165,20.115,0.085
697.57005,20.185,0.056
698.812941,19.979,0.114
699.858422,19.897,0.122
1003.818995,20.205,0.166
1004.619139,20.126,0.225
1005.657704,19.887,0.075
1006.896561,19.793,0.139
1007.723002,19.795,0.171
1008.536313,19.955,0.297
1009.297887,20.312,0.189
1010.070445,19.92,0.148
1010.92574,19.981,0.17
1011.750503,19.906,0.19
1012.965928,19.818,0.227
1013.85854,20.187,0.162
1015.075455,20.37,0.092
1015.833495,19.97,0.127
1016.723772,20.068,0.104
1017.585064,20.146,0.111
1018.36541,19.827,0.08
1019.538606,19.881,0.107
1020.627043,20.027,0.185
1021.647283,20.018,0.147
1022.752095,19.841,0.101
1023.616336,19.821,0.273
1024.399767,19.754,0.075
1025.200758,20.002,0.158
1026.222516,19.989,0.112
1027.374587,19.923,0.179
1028.594116,19.837,0.271
1029.661689,19.89,0.128
1030.885675,19.813,0.256
1031.897691,19.923,0.183
1321.847092,19.705,0.157
1322.930499,19.697,0.166
1323.827826,19.715,0.18
1324.935669,19.661,0.079
1326.101914,19.647,0.004
1327.022489,19.768,0.109
1327.944168,19.824,0.151
1329.151988,19.705,0.042
1330.144968,19.814,0.186
1331.127545,19.66,0.099
1332.02892,19.801,0.134
1332.987234,19.665,0.044
1333.843387,19.762,0.077
1334.780374,19.788,0.038
1335.779147,19.644,0.088
1336.559353,19.901,0.155
1337.495358,19.647,0.1
1338.30257,19.874,0.009
1339.529808,19.91,0.115
1340.545677,19.828,0.131
1341.724675,19.768,0.045
1342.49864,19.704,0.053
1343.430694,19.789,0.1
1344.658922,19.676,0.099
1345.835306,19.842,0.029
1346.903199,19.677,0.203
1347.827321,19.633,0.101
1348.710402,19.734,0.071
1349.920491,19.648,0.048
1350.778909,19.812,0.089
1351.967651,19.846,0.108
1353.067931,19.602,0.085
1353.837184,19.755,0.116
1354.652345,20.06,0.199
1355.402897,19.932,0.113
1356.553668,19.64,0.082
1357.787505,19.669,0.075
1358.821356,19.766,0.126
1646.841441,19.584,0.129
1647.637982,19.779,0.114
1648.549526,19.542,0.173
1649.7321,19.47,0.109
1650.4878,19.47,0.129
1651.701978,19.356,0.116
1652.804812,19.706,0.091
1653.835624,19.69,0.237
1654.925312,19.509,0.237
1655.828603,19.763,0.128
1656.93282,19.482,0.115
1658.112008,19.569,0.131
1659.312902,19.375,0.147
1660.239379,19.526,0.204
1661.434336,19.458,0.15
1662.510043,19.536,0.112
1663.533154,19.436,0.079
1664.663587,19.777,0.124
1665.525403,19.513,0.114
1666.738313,19.422,0.154
1667.750679,19.553,0.143
1668.527824,19.962,0.181
1669.54548,19.793,0.177
1670.526962,19.44,0.127
1671.542236,19.415,0.184
1672.431498,19.42,0.049
1673.585155,19.512,0.205
1674.580049,19.489,0.129
1675.468409,19.545,0.163
1676.450731,19.415,0.152
1677.304792,19.641,0.122
1678.074292,19.798,0.136
1679.205309,19.448,0.156
1680.160126,19.782,0.139
1681.198413,19.534,0.195
1682.185515,19.56,0.161
1683.012686,19.489,0.162
1683.924166,19.535,0.192
2018.946722,19.43,0.131
2019.839026,19.448,0.089
2020.735484,19.337,0.089
2021.54783,19.208,0.156
2022.605496,19.198,0.112
2023.846466,19.256,0.117
2025.067213,19.632,0.106
2026.117621,19.113,0.184
2027.113892,19.252,0.102
2027.965283,19.187,0.053
2029.091437,19.137,0.126
2029.908862,19.427,0.053
2030.852906,19.221,0.209
2032.005472,19.159,0.063
2033.082278,19.177,0.099
2033.95288,19.278,0.1
2034.992932,19.236,0.19
2036.150973,19.265,0.111
2037.312318,19.141,0.119
2038.346474,19.134,0.146
2039.288304,19.365,0.077
2391.224748,19.043,0.185
2392.409853,18.978,0.073
2393.555186,19.192,0.175
2394.74456,18.646,0.108
2395.688254,19.065,0.14
2396.567268,18.744,0.122
2397.503915,18.87,0.138
2398.489356,18.917,0.09
2399.654504,18.747,0.071
2400.746229,19.051,0.082
2401.534223,18.784,0.159
2402.757147,18.954,0.134
2403.801164,18.924,0.131
2404.78922,18.831,0.12
2405.581672,18.761,0.158
2406.674812,18.854,0.223
2407.691935,19.024,0.133
2408.479036,18.778,0.152
2409.671756,18.906,0.184
2410.83249,18.615,0.221
2412.053137,18.84,0.071
2412.947186,19.017,0.157
2414.154115,18.799,0.174
2414.985041,18.776,0.173
2415.925453,18.714,0.153
2417.104099,19.33,0.18
2418.022245,18.771,0.132
2418.848184,18.807,0.152
2420.065441,18.949,0.107
2421.043738,18.89,0.239
2422.211674,18.909,0.114
2422.979009,18.913,0.161
2423.869304,19.035,0.16
2424.819983,18.804,0.044
2425.940208,18.988,0.12
2427.076259,18.947,0.149
2427.897787,18.9,0.118
2428.902778,18.75,0.146
2430.103223,18.743,0.139
2430.96899,18.858,0.167
2432.174829,18.664,0.135
2433.144705,18.813,0.183
2434.134598,18.809,0.127
2435.314982,18.695,0.151
2675.224607,18.553,0.1
2676.262222,18.617,0.11
2677.363655,18.544,0.092
2678.417699,18.591,0.143
2679.27611,18.347,0.005
2680.482019,18.475,0.115
2681.394819,18.559,0.119
2682.606581,18.693,0.093
2683.357146,18.614,0.051
2684.339301,18.669,0.119
2685.488767,18.58,0.033
